         963172 function calls (949932 primitive calls) in 4.794 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       25    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\strings\accessor.py:207(_validate)
       26    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_api\deprecation.py:416(make_keyword_only)
        1    0.000    0.000    0.000    0.000 {method 'read' of '_io.TextIOWrapper' objects}
      489    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\enum.py:79(_is_private)
       41    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:1012(iget)
       32    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\colors.py:409(to_rgba_array)
      791    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\__init__.py:703(_get)
        1    0.000    0.000    0.344    0.344 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\__init__.py:1(<module>)
  224/214    0.000    0.000    0.003    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:378(inner)
      129    0.000    0.000    0.001    0.000 <frozen ntpath>:107(join)
       79    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:1223(__init__)
       56    0.000    0.000    0.004    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:317(apply)
     22/3    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3944(streamline)
      492    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:398(_simple)
      169    0.000    0.000    0.003    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:2554(grid_configure)
      143    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\blocks.py:2716(new_block)
      412    0.000    0.000    0.003    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\colors.py:221(is_color_like)
       36    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\cast.py:1157(maybe_infer_to_datetimelike)
      185    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:679(destroy)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_color_data.py:1(<module>)
       48    0.000    0.000    0.006    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\__init__.py:1360(_add_data_doc)
        1    0.000    0.000    0.001    0.001 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\axes\_base.py:542(_AxesBase)
   256/18    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\ast.py:403(visit)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        7    0.000    0.000    0.000    0.000 {built-in method _socket.gethostname}
      200    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\pyplot.py:164(_copy_docstring_and_deprecators)
  228/203    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
      448    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\colors.py:348(<genexpr>)
      537    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:180(validator)
        1    0.000    0.000    0.017    0.017 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\axes\_axes.py:46(Axes)
      825    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\inspect.py:767(_is_wrapper)
      229    0.000    0.000    0.013    0.000 <frozen importlib._bootstrap_external>:1466(_path_importer_cache)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_cm_listed.py:1(<module>)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:643(_check_name_wrapper)
       53    0.000    0.000    0.002    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\util.py:240(replaced_by_pep8)
    60/18    0.000    0.000    0.997    0.055 {built-in method builtins.__import__}
        1    0.000    0.000    0.247    0.247 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:1(<module>)
       78    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\managers.py:1863(from_array)
   133/64    0.000    0.000    0.002    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3843(copy)
       86    0.000    0.000    0.002    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3717(__init__)
      191    0.000    0.000    0.068    0.000 <frozen importlib._bootstrap_external>:159(_path_isfile)
      798    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\__init__.py:979(<lambda>)
      324    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       66    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:4486(__init__)
  126/115    0.000    0.000    0.025    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_docstring.py:79(__call__)
       53    0.000    0.000    0.002    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\frame.py:4062(__getitem__)
      353    0.000    0.000    0.001    0.000 {built-in method builtins.all}
        6    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\abstracts.py:521(config)
        6    0.000    0.000    0.031    0.005 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\mysql\connector\connection_cext.py:243(_open_connection)
       40    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\missing.py:305(_isna_string_dtype)
      162    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      219    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
       28    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\logging\__init__.py:1377(getLogger)
      561    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:1117(_is_dunder)
       72    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\numpy\core\fromnumeric.py:71(_wrapreduction)
        6    0.000    0.000    0.004    0.001 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\patches.py:2253(pprint_styles)
      644    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
        2    0.000    0.000    0.021    0.010 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandastable\core.py:767(adjustColumnWidths)
      160    0.000    0.000    0.189    0.001 <frozen importlib._bootstrap_external>:1517(find_spec)
      255    0.000    0.000    0.000    0.000 <frozen ntpath>:87(isabs)
1261/1257    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
      405    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\re\__init__.py:164(match)
      241    0.000    0.000    0.003    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\rcsetup.py:279(validate_color_for_prop_cycle)
      322    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
      171    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\internals\blocks.py:2645(maybe_coerce_values)
      153    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
       70    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      586    0.000    0.000    0.104    0.000 {built-in method builtins.next}
     1242    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      161    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       25    0.000    0.000    0.002    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\strings\accessor.py:255(_wrap_result)
       60    0.000    0.000    0.104    0.002 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\__init__.py:842(_open_file_or_url)
       25    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\astype.py:56(_astype_nansafe)
     78/4    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:962(_parseCache)
       87    0.000    0.000    0.000    0.000 {method 'deletecommand' of '_tkinter.tkapp' objects}
      485    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\generic.py:42(_instancecheck)
      103    0.000    0.000    0.000    0.000 <frozen codecs>:319(decode)
      791    0.000    0.000    0.000    0.000 {function RcParams.__getitem__ at 0x00000193626C9620}
      133    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\warnings.py:482(__enter__)
      432    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    1.215    1.215 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\rank_gui.py:29(rank_list_detail)
      143    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:893(_parse_flags)
       26    0.000    0.000    0.003    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\apply.py:1482(apply_standard)
  176/172    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\re\_compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.080    0.080 G:\マイドライブ\staff_manegement_project\staff_manegement_app\GUI\new_staff_gui.py:83(new_staff_detail)
      132    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\ast.py:419(visit_Constant)
      512    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
      489    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\enum.py:59(_is_sunder)
      257    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\typing.py:166(_type_convert)
      133    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\base.py:5373(__getitem__)
      105    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\warnings.py:182(_add_filter)
       81    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\indexes\base.py:5323(__contains__)
       12    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_api\__init__.py:223(define_aliases)
      464    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\enum.py:48(_is_dunder)
      410    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\enum.py:38(_is_descriptor)
     1024    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      208    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\common.py:1590(<genexpr>)
      698    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\ast.py:257(iter_fields)
      312    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap>:632(cached)
      243    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\inspect.py:2816(__str__)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\dateutil\rrule.py:1(<module>)
       72    0.000    0.000    0.001    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\tkinter\__init__.py:1393(_bind)
      528    0.000    0.000    0.001    0.000 {built-in method builtins.delattr}
       50    0.000    0.000    0.005    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\generic.py:6463(astype)
     62/9    0.000    0.000    0.002    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\core.py:3751(leave_whitespace)
      213    0.000    0.000    0.001    0.000 {built-in method builtins.any}
       70    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_api\deprecation.py:257(rename_parameter)
       25    0.000    0.000    0.001    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\strings\accessor.py:188(__init__)
     1024    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      873    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\re\_parser.py:113(__init__)
      485    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\generic.py:37(_check)
      102    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\inference.py:273(is_dict_like)
      461    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\copyreg.py:98(__newobj__)
      103    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
      635    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\inspect.py:295(isclass)
      100    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pandas\core\dtypes\dtypes.py:831(construct_from_string)
      644    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
      160    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      407    0.000    0.000    0.000    0.000 C:\Users\storm\AppData\Local\Programs\Python\Python312\Lib\enum.py:246(__init__)
        1    0.000    0.000    0.079    0.079 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\pyparsing\__init__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 G:\マイドライブ\staff_manegement_project\.venv\Lib\site-packages\matplotlib\_mathtext_data.py:1(<module>)
